Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;AGROVOC Concept URI;Agrovoc Concept's PrefLabel;Broaders Of  Agrovoc Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)";If E the 1;If C the 1;If N the 1;if Na 
;foundations;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fondazione;http://aims.fao.org/aos/agrovoc/c_50214;foundations;organizations;E;1;0;0;0
;spring;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fontanile;http://aims.fao.org/aos/agrovoc/c_7336;Spring;seasons;E;1;0;0;0
;forests;http://linkeddata.ge.imati.cnr.it/resource/ThIST/foresta;http://aims.fao.org/aos/agrovoc/c_3062;forests;vegetation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/formazioneprofessionale;http://aims.fao.org/aos/agrovoc/c_8285;Vocational training;training;E;1;0;0;0
;pits;http://linkeddata.ge.imati.cnr.it/resource/ThIST/foro;http://aims.fao.org/aos/agrovoc/c_5938;Pits;Storage structures;E;1;0;0;0
;phosphorus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosforo;http://aims.fao.org/aos/agrovoc/c_5804;Phosphorus;Nonmetals;E;1;0;0;0
;troughs;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fossaabissaleallungata;http://aims.fao.org/aos/agrovoc/c_7982;Troughs;Feed dispensers;E;1;0;0;0
;fossils;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fossile;http://aims.fao.org/aos/agrovoc/c_10989;Fossils;entities;E;1;0;0;0
;photography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotografia;http://aims.fao.org/aos/agrovoc/c_5808;Photography;Imagery;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotografiaaerea;http://aims.fao.org/aos/agrovoc/c_8634;Aerial photography;Photography;E;1;0;0;0
;photogrammetry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotogrammetria;http://aims.fao.org/aos/agrovoc/c_5807;Photogrammetry;Photography;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotointerpretazione;http://aims.fao.org/aos/agrovoc/c_16375;Photointerpretation;Imagery;E;1;0;0;0
;photosynthesis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fotosintesi;http://aims.fao.org/aos/agrovoc/c_5812;Photosynthesis;Energy metabolism;E;1;0;0;0
;fragmentation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frammentazione;http://aims.fao.org/aos/agrovoc/c_1780;comminution;processing;E;1;0;0;0
;fractionation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frazionamentoisotopico;http://aims.fao.org/aos/agrovoc/c_37632;isotope fractionation;Fractionation;E;1;0;0;0
;tillage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fresaturadelsuolo;http://aims.fao.org/aos/agrovoc/c_7771;Tillage;Cultivation;E;1;0;0;0
;fruits;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frutto;http://aims.fao.org/aos/agrovoc/c_3119;Fruit;Plant reproductive organs;E;1;0;0;0
;fruits;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frutto;http://aims.fao.org/aos/agrovoc/c_3131;Fruits;Plant products;E;1;0;0;0
;lightning;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fulmine;http://aims.fao.org/aos/agrovoc/c_4327;Lightning;Atmospheric disturbances;E;1;0;0;0
;melting;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fusione;http://aims.fao.org/aos/agrovoc/c_4731;Melting;processing;E;1;0;0;0
;tunnels;http://linkeddata.ge.imati.cnr.it/resource/ThIST/galleria;http://aims.fao.org/aos/agrovoc/c_223;Galleria;Pyralidae;E;1;0;0;0
;gases;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gas;http://aims.fao.org/aos/agrovoc/c_3197;Gases;Fluids;E;1;0;0;0
;gas chromatography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gascromatografia;http://aims.fao.org/aos/agrovoc/c_11097;Gas chromatography;Chromatography;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gasolio;http://aims.fao.org/aos/agrovoc/c_34813;Diesel oil;fuels;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gasolio;http://aims.fao.org/aos/agrovoc/c_34813;Diesel oil;petroleum;E;1;0;0;0
;gasification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gassificazione;http://aims.fao.org/aos/agrovoc/c_34000;Gasification;processing;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/genere;http://aims.fao.org/aos/agrovoc/c_11125;genus;taxa;E;1;0;0;0
;geochemistry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geochimica;http://aims.fao.org/aos/agrovoc/c_24848;Geochemistry;Chemistry;E;1;0;0;0
;geochemistry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geochimica;http://aims.fao.org/aos/agrovoc/c_24848;Geochemistry;Earth sciences;E;1;0;0;0
;geodesy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geodesia;http://aims.fao.org/aos/agrovoc/c_3228;Geodesy;Geophysics;E;1;0;0;0
;geophysics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geofisica;http://aims.fao.org/aos/agrovoc/c_3235;Geophysics;Earth sciences;E;1;0;0;0
;geophysics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geofisica;http://aims.fao.org/aos/agrovoc/c_3235;Geophysics;Physics;E;1;0;0;0
;geography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografia;http://aims.fao.org/aos/agrovoc/c_3230;Geography;sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiaeconomica;http://aims.fao.org/aos/agrovoc/c_2473;Economic geography;Geography;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geografiapolitica;http://aims.fao.org/aos/agrovoc/c_49987;political geography;Geography;E;1;0;0;0
;geology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geologia;http://aims.fao.org/aos/agrovoc/c_3232;Geology;Earth sciences;E;1;0;0;0
;geologists;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geologo;http://aims.fao.org/aos/agrovoc/c_3231;Geologists;scientists;E;1;0;0;0
;geometry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geometria;http://aims.fao.org/aos/agrovoc/c_1335430122507;geometry;mathematics;E;1;0;0;0
;geomorphology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geomorfologia;http://aims.fao.org/aos/agrovoc/c_3233;Geomorphology;Geology;E;1;0;0;0
;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/georgia;http://aims.fao.org/aos/agrovoc/c_33250;Georgia;Western Asia;E;1;0;0;0
;geotextiles;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geotessile;http://aims.fao.org/aos/agrovoc/c_33499;Geotextiles;Processed products;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/geryon;http://aims.fao.org/aos/agrovoc/c_32149;Geryon;Geryonidae;E;1;0;0;0
;management;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestione;http://aims.fao.org/aos/agrovoc/c_16086;management;activities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedellambiente;http://aims.fao.org/aos/agrovoc/c_37875;environmental management;management;E;1;0;0;0
;soil management;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedelsuolo;http://aims.fao.org/aos/agrovoc/c_7176;Soil management;natural resources management;E;1;0;0;0
;soil treatment;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedelsuolo;http://aims.fao.org/aos/agrovoc/c_7176;Soil management;natural resources management;E;1;0;0;0
;land management;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedelterritorio;http://aims.fao.org/aos/agrovoc/c_24866;land management;natural resources management;E;1;0;0;0
;ice;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghiaccio;http://aims.fao.org/aos/agrovoc/c_3782;ice;substances;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/giardini;http://aims.fao.org/aos/agrovoc/c_3196;gardens;location;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gigantismo;http://aims.fao.org/aos/agrovoc/c_3258;Gigantism;Growth disorders;E;1;0;0;0
;glossaries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/glossario;http://aims.fao.org/aos/agrovoc/c_49851;glossary;term list;E;1;0;0;0
;gulf;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfo;http://aims.fao.org/aos/agrovoc/c_50112;gulfs;Surface water;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodellasinara;http://aims.fao.org/aos/agrovoc/c_50094;Gulf of Asinara;Mediterranean Sea;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodellasinara;http://aims.fao.org/aos/agrovoc/c_50094;Gulf of Asinara;gulfs;E;1;0;0;0
;Gulf of Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodemexico;http://aims.fao.org/aos/agrovoc/c_3436;Gulf of Mexico;Western Central Atlantic;E;1;0;0;0
;Gulf of Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodemexico;http://aims.fao.org/aos/agrovoc/c_3436;Gulf of Mexico;gulfs;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodigenova;http://aims.fao.org/aos/agrovoc/c_50097;Golfo di Genova;Mediterranean Sea;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodigenova;http://aims.fao.org/aos/agrovoc/c_50097;Golfo di Genova;gulfs;E;1;0;0;0
;Bay of Naples;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodinapoli;http://aims.fao.org/aos/agrovoc/c_50101;Gulf of Naples;Mediterranean Sea;E;1;0;0;0
;Bay of Naples;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodinapoli;http://aims.fao.org/aos/agrovoc/c_50101;Gulf of Naples;gulfs;E;1;0;0;0
;hail;http://linkeddata.ge.imati.cnr.it/resource/ThIST/grandine;http://aims.fao.org/aos/agrovoc/c_3469;Hail;Weather hazards;E;1;0;0;0
;hail;http://linkeddata.ge.imati.cnr.it/resource/ThIST/grandine;http://aims.fao.org/aos/agrovoc/c_3469;Hail;precipitation;E;1;0;0;0
;gravimetry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gravimetria;http://aims.fao.org/aos/agrovoc/c_16372;Gravimetry;Analytical methods;E;1;0;0;0
;gravimetry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gravimetria;http://aims.fao.org/aos/agrovoc/c_16372;Gravimetry;Measurement;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gryllotalpa;http://aims.fao.org/aos/agrovoc/c_3404;Gryllotalpa;Gryllotalpidae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guam;http://aims.fao.org/aos/agrovoc/c_3408;Guam;Oceania;E;1;0;0;0
;tests;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guscio;http://aims.fao.org/aos/agrovoc/c_330976;tests;methods;E;1;0;0;0
;habitat;http://linkeddata.ge.imati.cnr.it/resource/ThIST/habitat;http://aims.fao.org/aos/agrovoc/c_3456;habitats;ecosystems;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hebei;http://aims.fao.org/aos/agrovoc/c_3525;Hebei;China;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hexapoda;http://aims.fao.org/aos/agrovoc/c_331237;Hexapoda;Arthropoda;E;1;0;0;0
;Orbignya;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hippurites;http://aims.fao.org/aos/agrovoc/c_5376;Orbignya;Arecaceae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hirudinea;http://aims.fao.org/aos/agrovoc/c_4249;Hirudinea;Annelida;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/homarus;http://aims.fao.org/aos/agrovoc/c_3646;Homarus;Decapoda;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hongkong;http://aims.fao.org/aos/agrovoc/c_3657;Hong Kong;East Asia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hydrocharitaceae;http://aims.fao.org/aos/agrovoc/c_26306;Hydrocharitaceae;Alismatales;E;1;0;0;0
;hybridization;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ibridazionemagmatica;http://aims.fao.org/aos/agrovoc/c_3706;Hybridization;breeding methods;E;1;0;0;0
;identification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/identificazione;http://aims.fao.org/aos/agrovoc/c_3791;identification;activities;E;1;0;0;0
;hydration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idratazione;http://aims.fao.org/aos/agrovoc/c_3712;Hydration;processing;E;1;0;0;0
;hydrodynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrodinamica;http://aims.fao.org/aos/agrovoc/c_3723;Hydrodynamics;Fluid dynamics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogenazione;http://aims.fao.org/aos/agrovoc/c_3726;Hydrogenation;chemical reactions;E;1;0;0;0
;hydrogen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeno;http://aims.fao.org/aos/agrovoc/c_3724;Hydrogen;Nonmetals;E;1;0;0;0
;hydrogeology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeologia;http://aims.fao.org/aos/agrovoc/c_11669;Hydrogeology;Geology;E;1;0;0;0
;hydrogeology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeologia;http://aims.fao.org/aos/agrovoc/c_11669;Hydrogeology;Hydrology;E;1;0;0;0
;hydrolysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrolisi;http://aims.fao.org/aos/agrovoc/c_24940;Hydrolysis;chemical reactions;E;1;0;0;0
;hydrology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrologia;http://aims.fao.org/aos/agrovoc/c_3731;Hydrology;Earth sciences;E;1;0;0;0
;hydrometry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrometria;http://aims.fao.org/aos/agrovoc/c_25629;Hydrometry;Measurement;E;1;0;0;0
;sodium hydroxide;http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrossidodisodio;http://aims.fao.org/aos/agrovoc/c_16040;Sodium hydroxide;Hydroxides;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/igiene;http://aims.fao.org/aos/agrovoc/c_3739;hygiene;state;E;1;0;0;0
;bottling;http://linkeddata.ge.imati.cnr.it/resource/ThIST/imbottigliamento;http://aims.fao.org/aos/agrovoc/c_1032;Bottling;Packaging;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/immagazzinamento;http://aims.fao.org/aos/agrovoc/c_7427;storage;activities;E;1;0;0;0
;imagery;http://linkeddata.ge.imati.cnr.it/resource/ThIST/immagine;http://aims.fao.org/aos/agrovoc/c_36760;Imagery;methods;E;1;0;0;0
;dip;http://linkeddata.ge.imati.cnr.it/resource/ThIST/immersione;http://aims.fao.org/aos/agrovoc/c_2316;Dipping;Application methods;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/immigrazione;http://aims.fao.org/aos/agrovoc/c_37976;Immigration;Migration;E;1;0;0;0
;environmental impact;http://linkeddata.ge.imati.cnr.it/resource/ThIST/impattoambientale;http://aims.fao.org/aos/agrovoc/c_24420;Environmental impact;natural phenomena;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/incisione;http://aims.fao.org/aos/agrovoc/c_3819;Incision;surgical operations;E;1;0;0;0
;indicators;http://linkeddata.ge.imati.cnr.it/resource/ThIST/indicatore;http://aims.fao.org/aos/agrovoc/c_330058;indicators;measure;E;1;0;0;0
;refractive index;http://linkeddata.ge.imati.cnr.it/resource/ThIST/indicedirifrazione;http://aims.fao.org/aos/agrovoc/c_28412;Refractive index;Optical properties;E;1;0;0;0
;refractive index;http://linkeddata.ge.imati.cnr.it/resource/ThIST/indicedirifrazione;http://aims.fao.org/aos/agrovoc/c_28412;Refractive index;measure;E;1;0;0;0
;industry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/industria;http://aims.fao.org/aos/agrovoc/c_3848;industry;Secondary sector;E;1;0;0;0
;chemical industry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/industriachimica;http://aims.fao.org/aos/agrovoc/c_1515;Chemical industry;industry;E;1;0;0;0
;thermal inertia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inerziatermica;http://aims.fao.org/aos/agrovoc/c_9000165;Thermal inertia;Thermal properties;E;1;0;0;0
;infiltration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/infiltrazione;http://aims.fao.org/aos/agrovoc/c_26789;Infiltration;water circulation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneria;http://aims.fao.org/aos/agrovoc/c_2571;engineering;sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriachimica;http://aims.fao.org/aos/agrovoc/c_9752;Chemical engineering;engineering;E;1;0;0;0
;civil engineering;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriacivile;http://aims.fao.org/aos/agrovoc/c_1648;Civil engineering;engineering;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriaelettronica;http://aims.fao.org/aos/agrovoc/c_10574;Electronic engineering;engineering;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriameccanica;http://aims.fao.org/aos/agrovoc/c_4682;Mechanical engineering;engineering;E;1;0;0;0
;injection;http://linkeddata.ge.imati.cnr.it/resource/ThIST/iniezione;http://aims.fao.org/aos/agrovoc/c_3871;Injection;Application methods;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inondazione;http://aims.fao.org/aos/agrovoc/c_2980;Flooding;High water;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inondazione;http://aims.fao.org/aos/agrovoc/c_2980;Flooding;Natural disasters;E;1;0;0;0
;pollution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinamento;http://aims.fao.org/aos/agrovoc/c_6077;Pollution;natural phenomena;E;1;0;0;0
;pollutants;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinante;http://aims.fao.org/aos/agrovoc/c_6076;pollutants;substances;E;1;0;0;0
;education;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamento;http://aims.fao.org/aos/agrovoc/c_2488;education;activities;E;1;0;0;0
;education;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamento;http://aims.fao.org/aos/agrovoc/c_7638;Teaching;education;E;1;0;0;0
;insolation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insolazione;http://aims.fao.org/aos/agrovoc/c_3892;Insolation;Solar radiation;E;1;0;0;0
;insolation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insolazione;http://aims.fao.org/aos/agrovoc/c_3892;Insolation;measure;E;1;0;0;0
;artificial intelligence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/intelligenzaartificiale;http://aims.fao.org/aos/agrovoc/c_27064;Artificial intelligence;Computer science;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/internet;http://aims.fao.org/aos/agrovoc/c_36661;internet;information services;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/invaso;http://aims.fao.org/aos/agrovoc/c_6143;Potting;Planting;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/inversionedellatemperatura;http://aims.fao.org/aos/agrovoc/c_7658;Temperature inversion;Air masses;E;1;0;0;0
;investment;http://linkeddata.ge.imati.cnr.it/resource/ThIST/investimento;http://aims.fao.org/aos/agrovoc/c_3930;investment;economic activities;E;1;0;0;0
;ions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ione;http://aims.fao.org/aos/agrovoc/c_16162;Ions;Elements;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/iridaceae;http://aims.fao.org/aos/agrovoc/c_3944;Iridaceae;Asparagales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/iridaceae;http://aims.fao.org/aos/agrovoc/c_3944;Iridaceae;Liliales;E;1;0;0;0
;irradiation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/irradiazione;http://aims.fao.org/aos/agrovoc/c_3951;irradiation;methods;E;1;0;0;0
;irrigation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/irrigazione;http://aims.fao.org/aos/agrovoc/c_3954;Irrigation;activities;E;1;0;0;0
;islands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isola;http://aims.fao.org/aos/agrovoc/c_3962;Islands;physiographic features;E;1;0;0;0
;isolation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolamento;http://aims.fao.org/aos/agrovoc/c_37744;Isolation;Separating;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolefaroe;http://aims.fao.org/aos/agrovoc/c_2811;Faroe Islands;Scandinavia;E;1;0;0;0
;isotopes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isotopo;http://aims.fao.org/aos/agrovoc/c_11852;Isotopes;Elements;E;1;0;0;0
;institutions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/istituzione;http://aims.fao.org/aos/agrovoc/c_50242;institutions;entities;E;1;0;0;0
;histology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/istologia;http://aims.fao.org/aos/agrovoc/c_330909;Histology;anatomy;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/juniperus;http://aims.fao.org/aos/agrovoc/c_4062;Juniperus;Cupressaceae;E;1;0;0;0
;ponds;http://linkeddata.ge.imati.cnr.it/resource/ThIST/laghetto;http://aims.fao.org/aos/agrovoc/c_6105;Ponds;Surface water;E;1;0;0;0
;ponds;http://linkeddata.ge.imati.cnr.it/resource/ThIST/laghetto;http://aims.fao.org/aos/agrovoc/c_6105;Ponds;physiographic features;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagoerie;http://aims.fao.org/aos/agrovoc/c_29705;Lake Erie;Great Lakes;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagoerie;http://aims.fao.org/aos/agrovoc/c_29705;Lake Erie;Lakes;E;1;0;0;0
;Lago Maggiore;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagomaggiore;http://aims.fao.org/aos/agrovoc/c_29712;Lake Maggiore;European inland waters;E;1;0;0;0
;Lago Maggiore;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagomaggiore;http://aims.fao.org/aos/agrovoc/c_29712;Lake Maggiore;Lakes;E;1;0;0;0
;Titicaca Lake;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagotiticaca;http://aims.fao.org/aos/agrovoc/c_29725;Lake Titicaca;Lakes;E;1;0;0;0
;Titicaca Lake;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagotiticaca;http://aims.fao.org/aos/agrovoc/c_29725;Lake Titicaca;South American inland waters;E;1;0;0;0
;Landsat;http://linkeddata.ge.imati.cnr.it/resource/ThIST/landsat;http://aims.fao.org/aos/agrovoc/c_36766;Landsat;Satellites;E;1;0;0;0
;larvae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/larve;http://aims.fao.org/aos/agrovoc/c_4204;Larvae;Animal developmental stages;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/laser;http://aims.fao.org/aos/agrovoc/c_26026;lasers;electronic equipment;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lates;http://aims.fao.org/aos/agrovoc/c_24348;Lates;Percoidei;E;1;0;0;0
;latitude;http://linkeddata.ge.imati.cnr.it/resource/ThIST/latitudine;http://aims.fao.org/aos/agrovoc/c_4222;Latitude;measure;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lavaggio;http://aims.fao.org/aos/agrovoc/c_24099;Washing;Cleaning;E;1;0;0;0
;alloys;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lega;http://aims.fao.org/aos/agrovoc/c_295;Alloys;Metals;E;1;0;0;0
;legislation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/legislazione;http://aims.fao.org/aos/agrovoc/c_4253;legislation;entities;E;1;0;0;0
;wood;http://linkeddata.ge.imati.cnr.it/resource/ThIST/legno;http://aims.fao.org/aos/agrovoc/c_8421;Wood;Forest products;E;1;0;0;0
;wood;http://linkeddata.ge.imati.cnr.it/resource/ThIST/legno;http://aims.fao.org/aos/agrovoc/c_8421;Wood;materials;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/letteratura;http://aims.fao.org/aos/agrovoc/c_330835;Literature;Humanities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liliaceae;http://aims.fao.org/aos/agrovoc/c_4332;Liliaceae;Liliales;E;1;0;0;0
;limnology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/limnologia;http://aims.fao.org/aos/agrovoc/c_4343;Limnology;Aquatic sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/limo;http://aims.fao.org/aos/agrovoc/c_331558;silt;substances;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/limulus;http://aims.fao.org/aos/agrovoc/c_4346;Limulus;Limulidae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liquami;http://aims.fao.org/aos/agrovoc/c_4373;Liquid manures;Agricultural wastes;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liquami;http://aims.fao.org/aos/agrovoc/c_4373;Liquid manures;Liquid wastes;E;1;0;0;0
;liquefaction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liquefazione;http://aims.fao.org/aos/agrovoc/c_34771;Liquefaction;physical phenomena;E;1;0;0;0
;leaching;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lisciviazione;http://aims.fao.org/aos/agrovoc/c_15591;Leaching;soil transport processes;E;1;0;0;0
;lysimeters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lisimetro;http://aims.fao.org/aos/agrovoc/c_4486;Lysimeters;Measuring instruments;E;1;0;0;0
;locomotion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/locomozione;http://aims.fao.org/aos/agrovoc/c_4413;Locomotion;Movement;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luce;http://aims.fao.org/aos/agrovoc/c_4322;Light;Radiation;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lumbricidae;http://aims.fao.org/aos/agrovoc/c_2441;Lumbricidae;Oligochaeta;E;1;0;0;0
